Load_ind	Definition Year	Species Code	Species Name	Area Code	Area Description	Level Code	Level Description	Initial Quantity	Adapted Quota	Eurlex Ref	OJ Ref	Publication Date	Page Number	In regulation	Compute uptake
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	BEL	Belgium			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	EEC	European union			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	BGR	Bulgaria			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	CYP	Cyprus			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	DEU	Germany			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	DNK	Denmark			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	ESP	Spain			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	EST	Estonia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	FIN	Finland			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	FRA	France			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	GBR	United Kingdom			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	GRC	Greece			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	HRV	Croatia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	IRL	Ireland			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	ITA	Italy			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	LTU	Lithuania			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	LVA	Latvia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	MLT	Malta			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	NLD	Netherlands			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	POL	Poland			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	PRT	Portugal			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	ROU	Romania			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	SVN	Slovenia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_CSQ	Angola direct agreement fishing category (Coastal State quota)	DIR_AUT	Direct Authorisations	SWE	Sweden			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	DNK	Denmark			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	ESP	Spain			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	EST	Estonia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	FIN	Finland			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	FRA	France			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	GBR	United Kingdom			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	GRC	Greece			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	HRV	Croatia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	IRL	Ireland			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	ITA	Italy			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	LTU	Lithuania			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	LVA	Latvia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	MLT	Malta			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	NLD	Netherlands			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	POL	Poland			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	PRT	Portugal			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	ROU	Romania			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	SVN	Slovenia			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	SWE	Sweden			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	EEC	European union			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	BEL	Belgium			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	BGR	Bulgaria			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	CYP	Cyprus			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	AGO_FSQ	Angola direct agreement fishing category (Flag State quota)	DIR_AUT	Direct Authorisations	DEU	Germany			32017R2403	L347	28-12-2017	81	Y	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	ITA	Italy			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	LVA	Latvia			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	LTU	Lithuania			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	BEL	Belgium			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	BGR	Bulgaria			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	CYP	Cyprus			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	DNK	Denmark			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	DEU	Germany			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	ESP	Spain	16312.85	16268.85	32020R0123	L25	30-01-2020	117	Y	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	MLT	Malta			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	NLD	Netherlands			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	POL	Poland			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	PRT	Portugal	2273.97	1638.457	32020R0123	L25	30-01-2020	117	Y	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	ROU	Romania			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	SVN	Slovenia			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	SWE	Sweden			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	GBR	United Kingdom	188.45	126.45	32020R0123	L25	30-01-2020	117	Y	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	TAC	Total Allowable Catches for all countries	33600	33600	32020R0123	L25	30-01-2020	117	Y	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	EEC	European union	26869.43	26136.167	32020R0123	L25	30-01-2020	117	Y	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	EST	Estonia			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	FIN	Finland			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	FRA	France	5203.15	5359.15	32020R0123	L25	30-01-2020	117	Y	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	GRC	Greece			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	HRV	Croatia			32020R0123	L25	30-01-2020	117	N	Y
INIV	2020	ALB	Albacore	AN05N	Atlantic Ocean, North of 5° N	IRL	Ireland	2891.01	2743.26	32020R0123	L25	30-01-2020	117	Y	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	CYP	Cyprus			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	DNK	Denmark			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	DEU	Germany			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	ESP	Spain	905.86	905.86	32020R0123	L25	30-01-2020	118	Y	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	EST	Estonia			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	FIN	Finland			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	HRV	Croatia			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	IRL	Ireland			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	ITA	Italy			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	LVA	Latvia			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	LTU	Lithuania			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	MLT	Malta			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	NLD	Netherlands			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	POL	Poland			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	PRT	Portugal	633.94	633.94	32020R0123	L25	30-01-2020	118	Y	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	ROU	Romania			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	SVN	Slovenia			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	SWE	Sweden			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	GBR	United Kingdom			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	EEC	European union	1837.5	1834	32020R0123	L25	30-01-2020	118	Y	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	TAC	Total Allowable Catches for all countries	24000	24000	32020R0123	L25	30-01-2020	118	Y	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	BEL	Belgium			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	BGR	Bulgaria			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	FRA	France	297.7	294.2	32020R0123	L25	30-01-2020	118	Y	Y
INIV	2020	ALB	Albacore	AS05N	Atlantic Ocean, South of 5° N	GRC	Greece			32020R0123	L25	30-01-2020	118	N	Y
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	GBR	United Kingdom			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	TAC	Total Allowable Catches for all countries			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	BEL	Belgium			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	BGR	Bulgaria			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	CYP	Cyprus			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	DNK	Denmark			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	DEU	Germany			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	ESP	Spain			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	EST	Estonia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	FIN	Finland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	FRA	France			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	GRC	Greece			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	HRV	Croatia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	IRL	Ireland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	ITA	Italy			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	LVA	Latvia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	LTU	Lithuania			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	MLT	Malta			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	NLD	Netherlands			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	POL	Poland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	PRT	Portugal			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	ROU	Romania			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	SVN	Slovenia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	SWE	Sweden			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALC	Baird's slickhead	XDS	NEAFC Stock - Deep Sea Fisheries	EEC	European union			32010R1236	L347	21-12-2010	31	Y	N
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	BEL	Belgium			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	BGR	Bulgaria			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	CYP	Cyprus			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	DNK	Denmark			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	DEU	Germany			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	ESP	Spain			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	EST	Estonia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	FIN	Finland			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	FRA	France			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	NLD	Netherlands			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	POL	Poland			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	PRT	Portugal			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	ROU	Romania			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	SVN	Slovenia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	SWE	Sweden			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	GBR	United Kingdom			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	EEC	European union			32020R0123	L25	30-01-2020	121	Y	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	TAC	Total Allowable Catches for all countries	132	132	32020R0123	L25	30-01-2020	121	Y	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	GRC	Greece			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	HRV	Croatia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	IRL	Ireland			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	ITA	Italy			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	LVA	Latvia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	LTU	Lithuania			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	*F47NA	Division B1 (SEAFO)	MLT	Malta			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	3X14-	Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14	ESP	Spain	57	68.411	32018R2025	L325	20-12-2018	15	Y	Y
INIV	2020	ALF	Alfonsinos nei	3X14-	Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14	FRA	France	15	17.832	32018R2025	L325	20-12-2018	15	Y	Y
INIV	2020	ALF	Alfonsinos nei	3X14-	Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14	IRL	Ireland	8	0	32018R2025	L325	20-12-2018	15	Y	Y
INIV	2020	ALF	Alfonsinos nei	3X14-	Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14	PRT	Portugal	164	155.278	32018R2025	L325	20-12-2018	15	Y	Y
INIV	2020	ALF	Alfonsinos nei	3X14-	Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14	GBR	United Kingdom	8	5.604	32018R2025	L325	20-12-2018	15	Y	Y
INIV	2020	ALF	Alfonsinos nei	3X14-	Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14	EEC	European union	252	247.125	32018R2025	L325	20-12-2018	15	Y	Y
INIV	2020	ALF	Alfonsinos nei	3X14-	Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14	TAC	Total Allowable Catches for all countries	252	252	32018R2025	L325	20-12-2018	15	Y	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	BEL	Belgium			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	TAC	Total Allowable Catches for all countries			32020R0123	L25	30-01-2020	121	Y	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	BGR	Bulgaria			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	CYP	Cyprus			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	DNK	Denmark			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	DEU	Germany			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	ESP	Spain			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	EST	Estonia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	FIN	Finland			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	FRA	France			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	GRC	Greece			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	HRV	Croatia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	IRL	Ireland			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	ITA	Italy			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	LVA	Latvia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	LTU	Lithuania			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	MLT	Malta			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	NLD	Netherlands			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	POL	Poland			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	PRT	Portugal			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	ROU	Romania			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	SVN	Slovenia			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	SWE	Sweden			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	GBR	United Kingdom			32020R0123	L25	30-01-2020	121	N	Y
INIV	2020	ALF	Alfonsinos nei	SEAFO	SEAFO	EEC	European union			32020R0123	L25	30-01-2020	121	Y	Y
